timestamps,y_pred,y_test,y_true
2014-07-10 00:00:00,0.8064019,0.597112930679385,15185.0
2014-07-10 00:30:00,0.4221864,-0.0007500956465414249,11459.0
2014-07-10 01:00:00,-0.111183055,-0.5371424953793615,8847.0
2014-07-10 01:30:00,-0.63962996,-0.9131642205812204,6580.0
2014-07-10 02:00:00,-1.0673265,-1.239519982844855,5247.0
2014-07-10 02:30:00,-1.4122477,-1.4314177468931237,4127.0
2014-07-10 03:00:00,-1.6440412,-1.5926521773012716,3440.0
2014-07-10 03:30:00,-1.7854046,-1.6915522252391264,2957.0
2014-07-10 04:00:00,-1.8451554,-1.7610845733526401,2779.0
2014-07-10 04:30:00,-1.8397859,-1.7867093310425064,2532.0
2014-07-10 05:00:00,-1.7787744,-1.8222672813200176,2718.0
2014-07-10 05:30:00,-1.6898652,-1.7954908491272359,4449.0
2014-07-10 06:00:00,-1.5729257,-1.546297278558929,6601.0
2014-07-10 06:30:00,-1.3472126,-1.2364968372747023,11202.0
2014-07-10 07:00:00,-0.9954916,-0.5741400387855168,13934.0
2014-07-10 07:30:00,-0.38955984,-0.18084319603992788,17176.0
2014-07-10 08:00:00,0.2242191,0.2858728962665141,19057.0
2014-07-10 08:30:00,0.7048564,0.5566603637644836,21112.0
2014-07-10 09:00:00,0.9022565,0.8524967517008618,19882.0
2014-07-10 09:30:00,0.946964,0.6754267968776282,19024.0
2014-07-10 10:00:00,0.7298752,0.5519097064399578,16989.0
2014-07-10 10:30:00,0.53681505,0.25895250476086795,16979.0
2014-07-10 11:00:00,0.3733427,0.2575129116322238,16381.0
2014-07-10 11:30:00,0.38323957,0.17142524253930205,17815.0
2014-07-10 12:00:00,0.4001976,0.37786289718687693,18029.0
2014-07-10 12:30:00,0.5278765,0.4086701901398623,17495.0
2014-07-10 13:00:00,0.6109971,0.3317959170702633,17075.0
2014-07-10 13:30:00,0.5837284,0.27133300566720786,18234.0
2014-07-10 14:00:00,0.50421286,0.43818184927706794,18091.0
2014-07-10 14:30:00,0.53716075,0.4175956675374562,18495.0
2014-07-10 15:00:00,0.552418,0.4757552299346809,17523.0
2014-07-10 15:30:00,0.581656,0.335826777830467,16714.0
2014-07-10 16:00:00,0.51578104,0.21936369372315312,14735.0
2014-07-10 16:30:00,0.41899973,-0.06553178643552936,13610.0
2014-07-10 17:00:00,0.23165981,-0.22748601340799918,16290.0
2014-07-10 17:30:00,0.079269275,0.15832494506864006,19152.0
2014-07-10 18:00:00,0.2956555,0.5703364984866033,21865.0
2014-07-10 18:30:00,0.7220484,0.9608981142877683,24347.0
2014-07-10 19:00:00,1.1603363,1.318205128817253,26186.0
2014-07-10 19:30:00,1.4698886,1.5829463051749169,25852.0
2014-07-10 20:00:00,1.5813233,1.5348638946782014,23995.0
2014-07-10 20:30:00,1.3969231,1.2675314506889779,21664.0
2014-07-10 21:00:00,1.0673321,0.9319622924020203,25027.0
2014-07-10 21:30:00,0.8184307,1.4160974615650568,25431.0
2014-07-10 22:00:00,1.2607099,1.4742570239622816,25643.0
2014-07-10 22:30:00,1.4350538,1.5047763982895381,24654.0
2014-07-10 23:00:00,1.4027151,1.3624006378666291,23154.0
2014-07-10 23:30:00,1.1979562,1.1464616685700026,21863.0
2014-07-11 00:00:00,0.93066335,0.9606101956620394,20051.0
2014-07-11 00:30:00,0.7082687,0.6997559207517148,16122.0
2014-07-11 01:00:00,0.4625711,0.1341397805074179,13107.0
2014-07-11 01:30:00,0.0077415635,-0.29989754777880123,10506.0
2014-07-11 02:00:00,-0.4275847,-0.6743357205391515,8444.0
2014-07-11 02:30:00,-0.8075417,-0.9711798236655806,6876.0
2014-07-11 03:00:00,-1.1228607,-1.1969080262369876,5375.0
2014-07-11 03:30:00,-1.3665177,-1.4129909548464783,4366.0
2014-07-11 04:00:00,-1.5583493,-1.5582459015266756,4183.0
2014-07-11 04:30:00,-1.685526,-1.584590455780864,3249.0
2014-07-11 05:00:00,-1.7151456,-1.71904845399623,3134.0
2014-07-11 05:30:00,-1.716036,-1.7356037749756381,4620.0
2014-07-11 06:00:00,-1.6716834,-1.5216802360591135,6725.0
2014-07-11 06:30:00,-1.4938025,-1.2186458824795146,10651.0
2014-07-11 07:00:00,-1.1549778,-0.6534616201738109,12952.0
2014-07-11 07:30:00,-0.5728425,-0.322211241272786,15808.0
2014-07-11 08:00:00,0.019560909,0.08893655626799075,17565.0
2014-07-11 08:30:00,0.49855998,0.3418730689707725,19784.0
2014-07-11 09:00:00,0.7274642,0.6613187842169153,19699.0
2014-07-11 09:30:00,0.8336928,0.6490822426234397,18663.0
2014-07-11 10:00:00,0.73866564,0.49994039449590305,16509.0
2014-07-11 10:30:00,0.5426589,0.18985203458594752,16600.0
2014-07-11 11:00:00,0.31448245,0.2029523320566095,15636.0
2014-07-11 11:30:00,0.2950834,0.06417555445531092,17434.0
2014-07-11 12:00:00,0.27086064,0.3230143989855338,17668.0
2014-07-11 12:30:00,0.41345498,0.35670087819580754,17124.0
2014-07-11 13:00:00,0.51366544,0.2783870119975643,17124.0
2014-07-11 13:30:00,0.49205348,0.2783870119975643,17489.0
2014-07-11 14:00:00,0.4450297,0.3309321611930768,18371.0
2014-07-11 14:30:00,0.43597275,0.4579042751394931,18381.0
2014-07-11 15:00:00,0.5006675,0.4593438682681373,17898.0
2014-07-11 15:30:00,0.5347848,0.3898115201546236,16350.0
2014-07-11 16:00:00,0.497317,0.1669625038405051,14688.0
2014-07-11 16:30:00,0.3427183,-0.07229787414015698,14227.0
2014-07-11 17:00:00,0.14173247,-0.1386631173706535,16924.0
2014-07-11 17:30:00,0.04498984,0.24959514942468083,19952.0
2014-07-11 18:00:00,0.2951571,0.6855039487781374,22665.0
2014-07-11 18:30:00,0.75269693,1.0760655645793025,23465.0
2014-07-11 19:00:00,1.198525,1.1912330148708365,25111.0
2014-07-11 19:30:00,1.3325176,1.4281900438456678,23984.0
2014-07-11 20:00:00,1.3772665,1.2659478982474692,21701.0
2014-07-11 20:30:00,1.1638609,0.9372887869780038,20592.0
2014-07-11 21:00:00,0.8355346,0.7776379090113646,22630.0
2014-07-11 21:30:00,0.7185334,1.0710269886290478,22854.0
2014-07-11 22:00:00,0.99853444,1.1032738747106774,23892.0
2014-07-11 22:30:00,1.1071917,1.2527036414639428,24959.0
2014-07-11 23:00:00,1.1786696,1.4063082282902764,26039.0
2014-07-11 23:30:00,1.2286476,1.5617842861838476,26873.0
2014-07-12 00:00:00,1.2633213,1.6818463531127719,25871.0
2014-07-12 00:30:00,1.2688137,1.5375991216226252,24874.0
2014-07-12 01:00:00,1.0945188,1.394071686696801,23243.0
2014-07-12 01:30:00,0.9149051,1.159274047414936,21674.0
2014-07-12 02:00:00,0.7434554,0.9334018855306645,19221.0
2014-07-12 02:30:00,0.6086656,0.5802696910742481,16140.0
2014-07-12 03:00:00,0.3955764,0.1367310481389774,13371.0
2014-07-12 03:30:00,0.07857049,-0.261892289182595,12041.0
2014-07-12 04:00:00,-0.26321772,-0.45335817529227046,10301.0
2014-07-12 04:30:00,-0.50981337,-0.7038473796763571,6472.0
2014-07-12 05:00:00,-0.75641876,-1.2550675886342122,4507.0
2014-07-12 05:30:00,-1.1709533,-1.5379476384127928,3682.0
2014-07-12 06:00:00,-1.5398513,-1.6567140715259374,3422.0
2014-07-12 06:30:00,-1.7662306,-1.694143492870686,4554.0
2014-07-12 07:00:00,-1.8447074,-1.5311815507081652,5347.0
2014-07-12 07:30:00,-1.7385756,-1.417021815606682,6853.0
2014-07-12 08:00:00,-1.5133959,-1.2002190904328691,7107.0
2014-07-12 08:30:00,-1.1876587,-1.163653424965307,9463.0
2014-07-12 09:00:00,-0.9113477,-0.824485283856739,11022.0
2014-07-12 09:30:00,-0.5798695,-0.600052715101112,13393.0
2014-07-12 10:00:00,-0.26492265,-0.2587251842995778,13567.0
2014-07-12 10:30:00,0.051982556,-0.23367626386116913,15452.0
2014-07-12 11:00:00,0.15669726,0.03768704088825808,15525.0
2014-07-12 11:30:00,0.25833502,0.04819607072736057,17165.0
2014-07-12 12:00:00,0.26107588,0.2842893438250055,17263.0
2014-07-12 12:30:00,0.35352436,0.2983973564857184,18418.0
2014-07-12 13:00:00,0.39431748,0.4646703628441208,18578.0
2014-07-12 13:30:00,0.48512894,0.48770385290242757,18762.0
2014-07-12 14:00:00,0.5311326,0.5141923664694804,18076.0
2014-07-12 14:30:00,0.5473848,0.41543627784448994,18604.0
2014-07-12 15:00:00,0.48789525,0.4914467950369024,18580.0
2014-07-12 15:30:00,0.4989226,0.4879917715281564,19306.0
2014-07-12 16:00:00,0.5161717,0.5925062326677236,18140.0
2014-07-12 16:30:00,0.5861958,0.42464967386781266,17455.0
2014-07-12 17:00:00,0.5238748,0.32603754455568656,18980.0
2014-07-12 17:30:00,0.42625043,0.5455754966739235,21152.0
2014-07-12 18:00:00,0.52982694,0.8582551242154386,22483.0
2014-07-12 18:30:00,0.8039205,1.0498649696379785,22534.0
2014-07-12 19:00:00,1.040922,1.0572068945940636,22801.0
2014-07-12 19:30:00,1.083803,1.095644031128863,22117.0
2014-07-12 20:00:00,1.0628515,0.9971758611296015,19864.0
2014-07-12 20:30:00,0.97644603,0.6728355292460686,19494.0
2014-07-12 21:00:00,0.7532001,0.6195705834862342,20607.0
2014-07-12 21:30:00,0.71586955,0.7797972987043309,20627.0
2014-07-12 22:00:00,0.88589156,0.7826764849616192,21706.0
2014-07-12 22:30:00,0.94711477,0.9380085835423259,24243.0
2014-07-12 23:00:00,1.0318016,1.3032333602793533,25204.0
2014-07-12 23:30:00,1.2635256,1.4415782599420588,25752.0
2014-07-13 00:00:00,1.3480648,1.5204679633917597,25792.0
2014-07-13 00:30:00,1.3089596,1.5262263359063364,25033.0
2014-07-13 01:00:00,1.2165663,1.4169612174422432,23935.0
2014-07-13 01:30:00,1.0844241,1.2588938919171129,21440.0
2014-07-13 02:00:00,0.96442235,0.8997154063203908,19468.0
2014-07-13 02:30:00,0.7317341,0.6158276413517593,16622.0
2014-07-13 03:00:00,0.5285301,0.2061194369396267,14485.0
2014-07-13 03:30:00,0.20362811,-0.10152161465163376,12974.0
2014-07-13 04:00:00,-0.13371569,-0.3190441363897688,11191.0
2014-07-13 04:30:00,-0.43427143,-0.5757235912270254,6911.0
2014-07-13 05:00:00,-0.73763037,-1.1918694502867329,4410.0
2014-07-13 05:30:00,-1.2236602,-1.5519116917606413,3467.0
2014-07-13 06:00:00,-1.6477726,-1.6876653237917871,3429.0
2014-07-13 06:30:00,-1.893569,-1.693135777680635,3599.0
2014-07-13 07:00:00,-1.9576802,-1.668662694493684,3575.0
2014-07-13 07:30:00,-1.8899809,-1.67211771800243,4557.0
2014-07-13 08:00:00,-1.7577733,-1.530749672769572,5243.0
2014-07-13 08:30:00,-1.5463045,-1.4319935841445814,6588.0
2014-07-13 09:00:00,-1.299914,-1.2383683083419397,8009.0
2014-07-13 09:30:00,-1.0180373,-1.0338021247616023,10743.0
2014-07-13 10:00:00,-0.7252528,-0.6402173633902845,13524.0
2014-07-13 10:30:00,-0.3540665,-0.23986651431433909,16179.0
2014-07-13 11:00:00,0.060063355,0.1423454613406897,14905.0
2014-07-13 11:30:00,0.43152085,-0.04105870324857836,16916.0
2014-07-13 12:00:00,0.38510808,0.2484434749217655,17082.0
2014-07-13 12:30:00,0.38619807,0.2723407208572588,18606.0
2014-07-13 13:00:00,0.38124916,0.4917347136626313,18935.0
2014-07-13 13:30:00,0.4897878,0.5390973275950247,20175.0
2014-07-13 14:00:00,0.5690583,0.7176068755469025,22219.0
2014-07-13 14:30:00,0.68858224,1.0118597110417722,22868.0
2014-07-13 15:00:00,0.89326,1.1052893050907793,20375.0
2014-07-13 15:30:00,1.0042621,0.7463987381197861,18489.0
2014-07-13 16:00:00,0.7993792,0.4748914740574944,16187.0
2014-07-13 16:30:00,0.5468545,0.14349713584360504,14015.0
2014-07-13 17:00:00,0.3181742,-0.16918249169791005,14261.0
2014-07-13 17:30:00,0.11352364,-0.1337685007332633,20081.0
2014-07-13 18:00:00,0.08085777,0.7040747001376473,21503.0
2014-07-13 18:30:00,0.5812149,0.9087848430308492,19850.0
2014-07-13 19:00:00,1.0206443,0.6708200988659668,18383.0
2014-07-13 19:30:00,0.990416,0.45963178689386613,17640.0
2014-07-13 20:00:00,0.71437347,0.35267001743560383,16225.0
2014-07-13 20:30:00,0.50988376,0.14896758973245292,15566.0
2014-07-13 21:00:00,0.34472567,0.05409840255480169,17088.0
2014-07-13 21:30:00,0.26563138,0.2732044767344453,16968.0
2014-07-13 22:00:00,0.42191395,0.2559293591907152,15271.0
2014-07-13 22:30:00,0.49060884,0.01163040525979849,14141.0
